,reference_date,table,total_size
1027473,2022-06-28,TAB000008,9073618
1027475,2022-06-29,TAB000008,8259565
1027479,2022-06-30,TAB000008,7424212
1027493,2022-07-01,TAB000008,5675106
1027515,2022-07-02,TAB000008,4130642
1027537,2022-07-03,TAB000008,4116388
1027543,2022-07-04,TAB000008,5635565
1027545,2022-07-05,TAB000008,5791050
1027547,2022-07-06,TAB000008,5492701
1027549,2022-07-07,TAB000008,4982544
1027551,2022-07-08,TAB000008,4279715
1027553,2022-07-09,TAB000008,3046470
1027495,2022-07-10,TAB000008,3190990
1027497,2022-07-11,TAB000008,4847978
1027499,2022-07-12,TAB000008,5169072
1027501,2022-07-13,TAB000008,4687404
1027503,2022-07-14,TAB000008,4329270
1027505,2022-07-15,TAB000008,3688202
1027507,2022-07-16,TAB000008,2648814
1027509,2022-07-17,TAB000008,2709295
1027511,2022-07-18,TAB000008,4319217
1027513,2022-07-19,TAB000008,4613833
1027517,2022-07-20,TAB000008,4289578
1027519,2022-07-21,TAB000008,3988824
1027521,2022-07-22,TAB000008,3424749
1027523,2022-07-23,TAB000008,2469089
1027525,2022-07-24,TAB000008,2465966
1027527,2022-07-25,TAB000008,4134602
1027529,2022-07-26,TAB000008,4631035
1027531,2022-07-27,TAB000008,4402273
1027533,2022-07-28,TAB000008,3718302
1027535,2022-07-29,TAB000008,3504344
1027539,2022-07-30,TAB000008,2557585
1027541,2022-07-31,TAB000008,2836633
1027555,2022-08-01,TAB000008,4256821
1027577,2022-08-02,TAB000008,4753154
1027599,2022-08-03,TAB000008,4541226
1027605,2022-08-04,TAB000008,3820990
1027607,2022-08-05,TAB000008,3215717
1027609,2022-08-06,TAB000008,2530674
1027611,2022-08-07,TAB000008,3025887
1027613,2022-08-08,TAB000008,4317492
1027615,2022-08-09,TAB000008,4761164
1027557,2022-08-10,TAB000008,5141778
1027559,2022-08-11,TAB000008,4844143
1027561,2022-08-12,TAB000008,4222992
1027563,2022-08-13,TAB000008,3016136
1027565,2022-08-14,TAB000008,2856965
1027567,2022-08-15,TAB000008,5854512
1027569,2022-08-16,TAB000008,6575292
1027571,2022-08-17,TAB000008,6462412
1027573,2022-08-18,TAB000008,6206708
1027575,2022-08-19,TAB000008,5273091
1027579,2022-08-20,TAB000008,4112194
1027581,2022-08-21,TAB000008,4512297
1027583,2022-08-22,TAB000008,6770207
1027585,2022-08-23,TAB000008,7191665
1027587,2022-08-24,TAB000008,6886499
1027589,2022-08-25,TAB000008,6511857
1027591,2022-08-26,TAB000008,5599844
1027593,2022-08-27,TAB000008,4375047
1027595,2022-08-28,TAB000008,5277212
1027597,2022-08-29,TAB000008,8118426
1027601,2022-08-30,TAB000008,8848772
1027603,2022-08-31,TAB000008,8157085
1027617,2022-09-01,TAB000008,7350353
1027639,2022-09-02,TAB000008,6419442
1027661,2022-09-03,TAB000008,5235138
1027665,2022-09-04,TAB000008,5769903
1027667,2022-09-05,TAB000008,8219260
1027669,2022-09-06,TAB000008,7344943
1027671,2022-09-07,TAB000008,6577172
1027673,2022-09-08,TAB000008,6828594
1027675,2022-09-09,TAB000008,6173644
1027619,2022-09-10,TAB000008,4819756
1027621,2022-09-11,TAB000008,5549534
1027623,2022-09-12,TAB000008,7809605
1027625,2022-09-13,TAB000008,8195976
1027627,2022-09-14,TAB000008,8196838
1027629,2022-09-15,TAB000008,7794646
1027631,2022-09-16,TAB000008,6788302
1027633,2022-09-17,TAB000008,5046373
1027635,2022-09-18,TAB000008,5484862
1027637,2022-09-19,TAB000008,8020493
1027641,2022-09-20,TAB000008,8342438
1027643,2022-09-21,TAB000008,7363739
1027645,2022-09-22,TAB000008,7254224
1027647,2022-09-23,TAB000008,6208062
1027649,2022-09-24,TAB000008,5229390
1027651,2022-09-25,TAB000008,6170450
1027653,2022-09-26,TAB000008,9182706
1027655,2022-09-27,TAB000008,8839493
1027657,2022-09-28,TAB000008,8305270
1027659,2022-09-29,TAB000008,7458696
1027663,2022-09-30,TAB000008,6368985
1027009,2022-10-01,TAB000008,4986202
1027031,2022-10-02,TAB000008,3832463
1027053,2022-10-03,TAB000008,7674713
1027059,2022-10-04,TAB000008,8462558
1027061,2022-10-05,TAB000008,8020093
1027063,2022-10-06,TAB000008,7043206
1027065,2022-10-07,TAB000008,6146069
1027067,2022-10-08,TAB000008,5646429
1027069,2022-10-09,TAB000008,5698519
1027011,2022-10-10,TAB000008,8279706
1027013,2022-10-11,TAB000008,7552880
1027015,2022-10-12,TAB000008,6533004
1027017,2022-10-13,TAB000008,7669575
1027019,2022-10-14,TAB000008,6987091
1027021,2022-10-15,TAB000008,5268208
1027023,2022-10-16,TAB000008,5852637
1027025,2022-10-17,TAB000008,9187524
1027027,2022-10-18,TAB000008,9866279
1027029,2022-10-19,TAB000008,9324046
1027033,2022-10-20,TAB000008,8596601
1027035,2022-10-21,TAB000008,7742394
1027037,2022-10-22,TAB000008,5950037
1027039,2022-10-23,TAB000008,6185992
1027041,2022-10-24,TAB000008,9927952
1027043,2022-10-25,TAB000008,10452929
1027045,2022-10-26,TAB000008,9745463
1027047,2022-10-27,TAB000008,8965584
1027049,2022-10-28,TAB000008,8079443
1027051,2022-10-29,TAB000008,6277188
1027055,2022-10-30,TAB000008,4807993
1027057,2022-10-31,TAB000008,9081093
1027071,2022-11-01,TAB000008,9122442
1027093,2022-11-02,TAB000008,8803512
1027115,2022-11-03,TAB000008,9379584
1027119,2022-11-04,TAB000008,8561210
1027121,2022-11-05,TAB000008,7008293
1027123,2022-11-06,TAB000008,7710991
1027125,2022-11-07,TAB000008,11304819
1027127,2022-11-08,TAB000008,12701340
1027129,2022-11-09,TAB000008,11250633
1027073,2022-11-10,TAB000008,10508558
1027075,2022-11-11,TAB000008,9290229
1027077,2022-11-12,TAB000008,7160112
1027079,2022-11-13,TAB000008,6002359
1027081,2022-11-14,TAB000008,9572314
1027083,2022-11-15,TAB000008,10294715
1027085,2022-11-16,TAB000008,11024082
1027087,2022-11-17,TAB000008,10936703
1027089,2022-11-18,TAB000008,9553032
1027091,2022-11-19,TAB000008,8331947
1027095,2022-11-20,TAB000008,7941818
1027097,2022-11-21,TAB000008,11704643
1027099,2022-11-22,TAB000008,13721840
1027101,2022-11-23,TAB000008,11162156
1027103,2022-11-24,TAB000008,8260731
1027105,2022-11-25,TAB000008,9337107
1027107,2022-11-26,TAB000008,8166543
1027109,2022-11-27,TAB000008,7656883
1027111,2022-11-28,TAB000008,10509629
1027113,2022-11-29,TAB000008,12786444
1027117,2022-11-30,TAB000008,16525833
1027131,2022-12-01,TAB000008,11835427
1027153,2022-12-02,TAB000008,8930661
1027175,2022-12-03,TAB000008,9177145
1027181,2022-12-04,TAB000008,7222607
1027183,2022-12-05,TAB000008,9007703
1027185,2022-12-06,TAB000008,10794825
1027187,2022-12-07,TAB000008,9849558
1027189,2022-12-08,TAB000008,8299502
1027191,2022-12-09,TAB000008,6657556
1027133,2022-12-10,TAB000008,0
1027135,2022-12-11,TAB000008,5590003
1027137,2022-12-12,TAB000008,9003935
1027139,2022-12-13,TAB000008,8769538
1027141,2022-12-14,TAB000008,7438479
1027143,2022-12-15,TAB000008,6630753
1027145,2022-12-16,TAB000008,5884682
1027147,2022-12-17,TAB000008,4393157
1027149,2022-12-18,TAB000008,3589484
1027151,2022-12-19,TAB000008,4467436
1027155,2022-12-20,TAB000008,4453495
1027157,2022-12-21,TAB000008,3667880
1027159,2022-12-22,TAB000008,3182912
1027161,2022-12-23,TAB000008,2444729
1027163,2022-12-24,TAB000008,1165699
1027165,2022-12-25,TAB000008,923225
1027167,2022-12-26,TAB000008,2653395
1027169,2022-12-27,TAB000008,3003263
1027171,2022-12-28,TAB000008,2952216
1027173,2022-12-29,TAB000008,2601090
1027177,2022-12-30,TAB000008,2196923
1027179,2022-12-31,TAB000008,1235504
1027677,2023-01-01,TAB000008,785053
1027699,2023-01-02,TAB000008,2561985
1027721,2023-01-03,TAB000008,3207840
1027727,2023-01-04,TAB000008,3312046
1027729,2023-01-05,TAB000008,3363625
1027731,2023-01-06,TAB000008,2953741
1027733,2023-01-07,TAB000008,2128659
1027735,2023-01-08,TAB000008,2021727
1027737,2023-01-09,TAB000008,3255144
1027679,2023-01-10,TAB000008,3483215
1027681,2023-01-11,TAB000008,3309746
1027683,2023-01-12,TAB000008,3077049
1027685,2023-01-13,TAB000008,2722641
1027687,2023-01-14,TAB000008,1941206
1027689,2023-01-15,TAB000008,1921722
1027691,2023-01-16,TAB000008,3133714
1027693,2023-01-17,TAB000008,3287623
1027695,2023-01-18,TAB000008,3292694
1027697,2023-01-19,TAB000008,3084311
1027701,2023-01-20,TAB000008,2744094
1027703,2023-01-21,TAB000008,1997449
1027705,2023-01-22,TAB000008,1992427
1027707,2023-01-23,TAB000008,3211880
1027709,2023-01-24,TAB000008,3459293
1027711,2023-01-25,TAB000008,3314412
1027713,2023-01-26,TAB000008,3240928
1027715,2023-01-27,TAB000008,2844993
1027717,2023-01-28,TAB000008,2159341
1027719,2023-01-29,TAB000008,2346135
1027723,2023-01-30,TAB000008,3786822
1027725,2023-01-31,TAB000008,4060943
1027739,2023-02-01,TAB000008,3428262
1027761,2023-02-02,TAB000008,3267492
1027781,2023-02-03,TAB000008,2917129
1027783,2023-02-04,TAB000008,2200762
1027785,2023-02-05,TAB000008,2467150
1027787,2023-02-06,TAB000008,3784906
1027789,2023-02-07,TAB000008,4171348
1027791,2023-02-08,TAB000008,4259118
1027793,2023-02-09,TAB000008,3888747
1027741,2023-02-10,TAB000008,3391593
1027743,2023-02-11,TAB000008,2530557
1027745,2023-02-12,TAB000008,2864465
1027747,2023-02-13,TAB000008,4285393
1027749,2023-02-14,TAB000008,4633112
1027751,2023-02-15,TAB000008,4668649
1027753,2023-02-16,TAB000008,4369300
1027755,2023-02-17,TAB000008,3461280
1027757,2023-02-18,TAB000008,2447905
1027759,2023-02-19,TAB000008,2488115
1027763,2023-02-20,TAB000008,3723740
1027765,2023-02-21,TAB000008,3908638
1027767,2023-02-22,TAB000008,4584621
1027769,2023-02-23,TAB000008,5064107
1027771,2023-02-24,TAB000008,4659691
1027773,2023-02-25,TAB000008,3642511
1027775,2023-02-26,TAB000008,4259331
1027777,2023-02-27,TAB000008,5971158
1027779,2023-02-28,TAB000008,6471570
1027795,2023-03-01,TAB000008,5912139
1027817,2023-03-02,TAB000008,5929593
1027823,2023-03-03,TAB000008,5223871
1027825,2023-03-04,TAB000008,4113045
1027827,2023-03-05,TAB000008,4742612
1027829,2023-03-06,TAB000008,6967471
1027831,2023-03-07,TAB000008,7566754
1027833,2023-03-08,TAB000008,6795448
1027835,2023-03-09,TAB000008,7192850
1027797,2023-03-10,TAB000008,6671437
1027799,2023-03-11,TAB000008,5776984
1027801,2023-03-12,TAB000008,5791172
1027803,2023-03-13,TAB000008,7835467
1027805,2023-03-14,TAB000008,8776992
1027807,2023-03-15,TAB000008,8376606
1027809,2023-03-16,TAB000008,7984683
1027811,2023-03-17,TAB000008,6974281
1027813,2023-03-18,TAB000008,5795954
1027815,2023-03-19,TAB000008,6739282
1027819,2023-03-20,TAB000008,9685202
1027821,2023-03-21,TAB000008,10441864
1633710,2020-04-09,TAB000009,48599255
1633689,2020-04-10,TAB000009,116653888
1633690,2020-04-11,TAB000009,112677551
1633691,2020-04-12,TAB000009,101920535
1633692,2020-04-13,TAB000009,206131599
1633693,2020-04-14,TAB000009,230363653
1633694,2020-04-15,TAB000009,214163041
1633695,2020-04-16,TAB000009,189888969
1633696,2020-04-17,TAB000009,189175714
1633697,2020-04-18,TAB000009,142410024
1633698,2020-04-19,TAB000009,129555167
1633699,2020-04-20,TAB000009,214413391
1633700,2020-04-21,TAB000009,189293626
1633701,2020-04-22,TAB000009,223046958
1633702,2020-04-23,TAB000009,244369413
1633703,2020-04-24,TAB000009,205550013
1633704,2020-04-25,TAB000009,166601777
1633705,2020-04-26,TAB000009,142137930
1633706,2020-04-27,TAB000009,238738305
1633707,2020-04-28,TAB000009,253077238
1633708,2020-04-29,TAB000009,241223086
1633709,2020-04-30,TAB000009,224431933
1633711,2020-05-01,TAB000009,180731110
1633722,2020-05-02,TAB000009,237645956
1633733,2020-05-03,TAB000009,237016321
1633736,2020-05-04,TAB000009,397604656
1633737,2020-05-05,TAB000009,351082336
1633738,2020-05-06,TAB000009,327412162
1633739,2020-05-07,TAB000009,302451386
1633740,2020-05-08,TAB000009,247394410
1633741,2020-05-09,TAB000009,182152503
1633712,2020-05-10,TAB000009,136162242
1633713,2020-05-11,TAB000009,292704599
1633714,2020-05-12,TAB000009,308870675
1633715,2020-05-13,TAB000009,298105909
1633716,2020-05-14,TAB000009,285838717
1633717,2020-05-15,TAB000009,249553523
1633718,2020-05-16,TAB000009,193620963
1633719,2020-05-17,TAB000009,174972863
1633720,2020-05-18,TAB000009,285108589
1633721,2020-05-19,TAB000009,295179916
1633723,2020-05-20,TAB000009,265859898
1633724,2020-05-21,TAB000009,276789165
1633725,2020-05-22,TAB000009,242034808
1633726,2020-05-23,TAB000009,219278723
1633727,2020-05-24,TAB000009,188404667
1633728,2020-05-25,TAB000009,291910495
1633729,2020-05-26,TAB000009,292545979
1633730,2020-05-27,TAB000009,279208073
1633731,2020-05-28,TAB000009,238476345
1633732,2020-05-29,TAB000009,261154408
1633734,2020-05-30,TAB000009,206954565
1633735,2020-05-31,TAB000009,177236456
1633742,2020-06-01,TAB000009,261224066
1633753,2020-06-02,TAB000009,283815602
1633764,2020-06-03,TAB000009,280716830
1633766,2020-06-04,TAB000009,274852016
1633767,2020-06-05,TAB000009,247839660
1633768,2020-06-06,TAB000009,193393582
1633769,2020-06-07,TAB000009,178721869
1633770,2020-06-08,TAB000009,280293755
1633771,2020-06-09,TAB000009,362394831
1633743,2020-06-10,TAB000009,318092858
1633744,2020-06-11,TAB000009,218069682
1633745,2020-06-12,TAB000009,184251023
1633746,2020-06-13,TAB000009,182359842
1633747,2020-06-14,TAB000009,170973883
1633748,2020-06-15,TAB000009,271868314
1633749,2020-06-16,TAB000009,297756374
1633750,2020-06-17,TAB000009,278968131
1633751,2020-06-18,TAB000009,273708593
1633752,2020-06-19,TAB000009,252717402
1633754,2020-06-20,TAB000009,229648355
1633755,2020-06-21,TAB000009,134112765
1633756,2020-06-22,TAB000009,204740771
1633757,2020-06-23,TAB000009,199165949
1633758,2020-06-24,TAB000009,158335444
1633759,2020-06-25,TAB000009,167043737
1633760,2020-06-26,TAB000009,164566892
1633761,2020-06-27,TAB000009,117886322
1633762,2020-06-28,TAB000009,99878749
1633763,2020-06-29,TAB000009,180881216
1633765,2020-06-30,TAB000009,181072498
1633772,2020-07-01,TAB000009,129721801
1633783,2020-07-02,TAB000009,136441168
1633794,2020-07-03,TAB000009,122310781
1633797,2020-07-04,TAB000009,94002094
1633798,2020-07-05,TAB000009,79062514
1633799,2020-07-06,TAB000009,134886783
1633800,2020-07-07,TAB000009,142077520
1633801,2020-07-08,TAB000009,129685201
1633802,2020-07-09,TAB000009,110827909
1633773,2020-07-10,TAB000009,85831117
1633774,2020-07-11,TAB000009,61213704
1633775,2020-07-12,TAB000009,59715566
1633776,2020-07-13,TAB000009,111151960
1633777,2020-07-14,TAB000009,124368077
1633778,2020-07-15,TAB000009,127157757
1633779,2020-07-16,TAB000009,116753739
1633780,2020-07-17,TAB000009,97212178
1633781,2020-07-18,TAB000009,72096709
1633782,2020-07-19,TAB000009,56083526
1633784,2020-07-20,TAB000009,89784153
1633785,2020-07-21,TAB000009,99552949
1633786,2020-07-22,TAB000009,93676560
1633787,2020-07-23,TAB000009,94130106
1633788,2020-07-24,TAB000009,90935631
1633789,2020-07-25,TAB000009,65026728
1633790,2020-07-26,TAB000009,66136592
1633791,2020-07-27,TAB000009,121641609
1633792,2020-07-28,TAB000009,111844545
1633793,2020-07-29,TAB000009,96858604
1633795,2020-07-30,TAB000009,94346238
1633796,2020-07-31,TAB000009,93510594
1633803,2020-08-01,TAB000009,87919051
1633814,2020-08-02,TAB000009,90647441
1633825,2020-08-03,TAB000009,134654169
1633828,2020-08-04,TAB000009,157898083
1633829,2020-08-05,TAB000009,159264243
1633830,2020-08-06,TAB000009,107744193
1633831,2020-08-07,TAB000009,100608785
1633832,2020-08-08,TAB000009,65453803
1633833,2020-08-09,TAB000009,53299667
1633804,2020-08-10,TAB000009,108606311
1633805,2020-08-11,TAB000009,125620205
1633806,2020-08-12,TAB000009,110498443
1633807,2020-08-13,TAB000009,97191202
1633808,2020-08-14,TAB000009,86324917
1633809,2020-08-15,TAB000009,68526349
1633810,2020-08-16,TAB000009,65123380
1633811,2020-08-17,TAB000009,131253705
1633812,2020-08-18,TAB000009,159466728
1633813,2020-08-19,TAB000009,166679760
1633815,2020-08-20,TAB000009,137716190
1633816,2020-08-21,TAB000009,126123288
1633817,2020-08-22,TAB000009,89461512
1633818,2020-08-23,TAB000009,78783155
1633819,2020-08-24,TAB000009,137176992
1633820,2020-08-25,TAB000009,148205941
1633821,2020-08-26,TAB000009,146461594
1633822,2020-08-27,TAB000009,136800464
1633823,2020-08-28,TAB000009,122698402
1633824,2020-08-29,TAB000009,81634124
1633826,2020-08-30,TAB000009,82195575
1633827,2020-08-31,TAB000009,151303611
1633834,2020-09-01,TAB000009,160485347
1633845,2020-09-02,TAB000009,154714321
1633856,2020-09-03,TAB000009,151484878
1633858,2020-09-04,TAB000009,130472008
1633859,2020-09-05,TAB000009,95090277
1633860,2020-09-06,TAB000009,89259033
1633861,2020-09-07,TAB000009,137418243
1633862,2020-09-08,TAB000009,200352889
1633863,2020-09-09,TAB000009,266709341
1633835,2020-09-10,TAB000009,240226180
1633836,2020-09-11,TAB000009,202388640
1633837,2020-09-12,TAB000009,131183929
1633838,2020-09-13,TAB000009,137157791
1633839,2020-09-14,TAB000009,243828614
1633840,2020-09-15,TAB000009,239871033
1633841,2020-09-16,TAB000009,211740980
1633842,2020-09-17,TAB000009,191175085
1633843,2020-09-18,TAB000009,163775095
1633844,2020-09-19,TAB000009,120378620
1633846,2020-09-20,TAB000009,127614295
1633847,2020-09-21,TAB000009,236229663
1633848,2020-09-22,TAB000009,272760904
1633849,2020-09-23,TAB000009,234633187
1633850,2020-09-24,TAB000009,215752878
1633851,2020-09-25,TAB000009,195150435
1633852,2020-09-26,TAB000009,160095678
1633853,2020-09-27,TAB000009,121794527
1633854,2020-09-28,TAB000009,251645713
1633855,2020-09-29,TAB000009,312477897
1633857,2020-09-30,TAB000009,281942094
1633597,2020-10-01,TAB000009,242360380
1633608,2020-10-02,TAB000009,217210725
1633619,2020-10-03,TAB000009,186357481
1633622,2020-10-04,TAB000009,220497813
1633623,2020-10-05,TAB000009,412624156
1633624,2020-10-06,TAB000009,437551263
1633625,2020-10-07,TAB000009,399832774
1633626,2020-10-08,TAB000009,387864430
1633627,2020-10-09,TAB000009,375894362
1633598,2020-10-10,TAB000009,218385531
1633599,2020-10-11,TAB000009,171430501
1633600,2020-10-12,TAB000009,218244055
1633601,2020-10-13,TAB000009,286693880
1633602,2020-10-14,TAB000009,333223475
1633603,2020-10-15,TAB000009,329622699
1633604,2020-10-16,TAB000009,230333551
1633605,2020-10-17,TAB000009,155882947
1633606,2020-10-18,TAB000009,154796969
1633607,2020-10-19,TAB000009,277271576
1633609,2020-10-20,TAB000009,286384372
1633610,2020-10-21,TAB000009,272280512
1633611,2020-10-22,TAB000009,254735149
1633612,2020-10-23,TAB000009,217176463
1633613,2020-10-24,TAB000009,152357586
1633614,2020-10-25,TAB000009,149754376
1633615,2020-10-26,TAB000009,252678617
1633616,2020-10-27,TAB000009,259624092
1633617,2020-10-28,TAB000009,242353460
1633618,2020-10-29,TAB000009,248947020
1633620,2020-10-30,TAB000009,221791075
1633621,2020-10-31,TAB000009,178878443
1633628,2020-11-01,TAB000009,141029192
1633639,2020-11-02,TAB000009,201545898
1633650,2020-11-03,TAB000009,266683478
1633652,2020-11-04,TAB000009,263875943
1633653,2020-11-05,TAB000009,253932551
1633654,2020-11-06,TAB000009,224641933
1633655,2020-11-07,TAB000009,167702249
1633656,2020-11-08,TAB000009,166814737
1633657,2020-11-09,TAB000009,279222232
1633629,2020-11-10,TAB000009,294041184
1633630,2020-11-11,TAB000009,290289038
1633631,2020-11-12,TAB000009,276214147
1633632,2020-11-13,TAB000009,259020107
1633633,2020-11-14,TAB000009,188322739
1633634,2020-11-15,TAB000009,156253387
1633635,2020-11-16,TAB000009,305941886
1633636,2020-11-17,TAB000009,343648880
1633637,2020-11-18,TAB000009,343415477
1633638,2020-11-19,TAB000009,347697048
1633640,2020-11-20,TAB000009,322475869
1633641,2020-11-21,TAB000009,244038415
1633642,2020-11-22,TAB000009,185913847
1633643,2020-11-23,TAB000009,395332800
1633644,2020-11-24,TAB000009,410680586
1633645,2020-11-25,TAB000009,387501685
1633646,2020-11-26,TAB000009,361537820
1633647,2020-11-27,TAB000009,356663148
1633648,2020-11-28,TAB000009,273491866
1633649,2020-11-29,TAB000009,251437101
1633651,2020-11-30,TAB000009,422851997
1633658,2020-12-01,TAB000009,341587886
1633669,2020-12-02,TAB000009,303145883
1633680,2020-12-03,TAB000009,313444758
1633683,2020-12-04,TAB000009,274049304
1633684,2020-12-05,TAB000009,234169511
1633685,2020-12-06,TAB000009,183356759
1633686,2020-12-07,TAB000009,300601912
1633687,2020-12-08,TAB000009,283358096
1633688,2020-12-09,TAB000009,249864286
1633659,2020-12-10,TAB000009,241529705
1633660,2020-12-11,TAB000009,203183665
1633661,2020-12-12,TAB000009,155942639
1633662,2020-12-13,TAB000009,115637387
1633663,2020-12-14,TAB000009,156579997
1633664,2020-12-15,TAB000009,153999371
1633665,2020-12-16,TAB000009,129279677
1633666,2020-12-17,TAB000009,122080664
1633667,2020-12-18,TAB000009,126466832
1633668,2020-12-19,TAB000009,75644745
1633670,2020-12-20,TAB000009,49168459
1633671,2020-12-21,TAB000009,54234381
1633672,2020-12-22,TAB000009,48972661
1633673,2020-12-23,TAB000009,53817274
1633674,2020-12-24,TAB000009,44111089
1633675,2020-12-25,TAB000009,36519483
1633676,2020-12-26,TAB000009,73720179
1633677,2020-12-27,TAB000009,43110658
1633678,2020-12-28,TAB000009,48716330
1633679,2020-12-29,TAB000009,51192781
1633681,2020-12-30,TAB000009,36678174
1633682,2020-12-31,TAB000009,24554347
1633864,2021-01-01,TAB000009,131742
1633875,2021-01-02,TAB000009,26523198
1633886,2021-01-03,TAB000009,22728425
1633889,2021-01-04,TAB000009,36638202
1633890,2021-01-05,TAB000009,45240135
1633891,2021-01-06,TAB000009,56323432
1633892,2021-01-07,TAB000009,54272208
1633893,2021-01-08,TAB000009,51195260
1633894,2021-01-09,TAB000009,40951632
1633865,2021-01-10,TAB000009,38940627
1633866,2021-01-11,TAB000009,63681598
1633867,2021-01-12,TAB000009,72607918
1633868,2021-01-13,TAB000009,65467685
1633869,2021-01-14,TAB000009,61051169
1633870,2021-01-15,TAB000009,49988792
1633871,2021-01-16,TAB000009,41169766
1633872,2021-01-17,TAB000009,40952556
1633873,2021-01-18,TAB000009,40560157
1633874,2021-01-19,TAB000009,43905621
1633876,2021-01-20,TAB000009,61590121
1633877,2021-01-21,TAB000009,61293609
1633878,2021-01-22,TAB000009,36713316
1633879,2021-01-23,TAB000009,34303826
1633880,2021-01-24,TAB000009,44665002
1633881,2021-01-25,TAB000009,71516122
1633882,2021-01-26,TAB000009,109340461
1633883,2021-01-27,TAB000009,111969418
1633884,2021-01-28,TAB000009,112437466
1633885,2021-01-29,TAB000009,98337657
1633887,2021-01-30,TAB000009,83767054
1633888,2021-01-31,TAB000009,66353865
1634075,2021-02-01,TAB000009,60268797
1634086,2021-02-02,TAB000009,59076306
1634096,2021-02-03,TAB000009,58243538
1634097,2021-02-04,TAB000009,58721564
1634098,2021-02-05,TAB000009,50072521
1634099,2021-02-06,TAB000009,41823293
1634100,2021-02-07,TAB000009,43215010
1634101,2021-02-08,TAB000009,68298850
1634102,2021-02-09,TAB000009,74122675
1634076,2021-02-10,TAB000009,87857110
1634077,2021-02-11,TAB000009,90017528
1634078,2021-02-12,TAB000009,86976407
1634079,2021-02-13,TAB000009,68309856
1634080,2021-02-14,TAB000009,58012620
1634081,2021-02-15,TAB000009,67266532
1634082,2021-02-16,TAB000009,66932768
1634083,2021-02-17,TAB000009,69679218
1634084,2021-02-18,TAB000009,81528702
1634085,2021-02-19,TAB000009,83219022
1634087,2021-02-20,TAB000009,77174603
1634088,2021-02-21,TAB000009,57509567
1634089,2021-02-22,TAB000009,79079039
1634090,2021-02-23,TAB000009,88253669
1634091,2021-02-24,TAB000009,79623711
1634092,2021-02-25,TAB000009,79720965
1634093,2021-02-26,TAB000009,70679252
1634094,2021-02-27,TAB000009,60199864
1634095,2021-02-28,TAB000009,57494453
1634103,2021-03-01,TAB000009,86398469
1634114,2021-03-02,TAB000009,96650446
1634125,2021-03-03,TAB000009,92789537
1634128,2021-03-04,TAB000009,96665814
1634129,2021-03-05,TAB000009,89283949
1634130,2021-03-06,TAB000009,77716077
1634131,2021-03-07,TAB000009,83137847
1634132,2021-03-08,TAB000009,133798524
1634133,2021-03-09,TAB000009,152158075
1634104,2021-03-10,TAB000009,150346690
1634105,2021-03-11,TAB000009,142257260
1634106,2021-03-12,TAB000009,139984555
1634107,2021-03-13,TAB000009,127851513
1634108,2021-03-14,TAB000009,133255793
1634109,2021-03-15,TAB000009,191086198
1634110,2021-03-16,TAB000009,202862386
1634111,2021-03-17,TAB000009,187153987
1634112,2021-03-18,TAB000009,191999993
1634113,2021-03-19,TAB000009,171653967
1634115,2021-03-20,TAB000009,152802102
1634116,2021-03-21,TAB000009,159279278
1634117,2021-03-22,TAB000009,250960824
1634118,2021-03-23,TAB000009,307467459
1634119,2021-03-24,TAB000009,361478746
1634120,2021-03-25,TAB000009,274326670
1634121,2021-03-26,TAB000009,270075580
1634122,2021-03-27,TAB000009,255919617
1634123,2021-03-28,TAB000009,187386046
1634124,2021-03-29,TAB000009,240108170
1634126,2021-03-30,TAB000009,262744837
1634127,2021-03-31,TAB000009,220537601
1634134,2021-04-01,TAB000009,178832153
1634145,2021-04-02,TAB000009,122741170
1634156,2021-04-03,TAB000009,106655592
1634158,2021-04-04,TAB000009,115801375
1634159,2021-04-05,TAB000009,262558426
1634160,2021-04-06,TAB000009,261052862
1634161,2021-04-07,TAB000009,246904136
1634162,2021-04-08,TAB000009,268661299
1634163,2021-04-09,TAB000009,251268753
1634135,2021-04-10,TAB000009,207935388
1634136,2021-04-11,TAB000009,153339616
1634137,2021-04-12,TAB000009,247459164
1634138,2021-04-13,TAB000009,271147454
1634139,2021-04-14,TAB000009,261257202
1634140,2021-04-15,TAB000009,250399080
1634141,2021-04-16,TAB000009,209614271
1634142,2021-04-17,TAB000009,191256451
1634143,2021-04-18,TAB000009,176927588
1634144,2021-04-19,TAB000009,273778372
1634146,2021-04-20,TAB000009,294138502
1634147,2021-04-21,TAB000009,267269803
1634148,2021-04-22,TAB000009,272022397
1634149,2021-04-23,TAB000009,248018994
1634150,2021-04-24,TAB000009,257963180
1634151,2021-04-25,TAB000009,262050030
1634152,2021-04-26,TAB000009,352874668
1634153,2021-04-27,TAB000009,373905874
1634154,2021-04-28,TAB000009,394166076
1634155,2021-04-29,TAB000009,361990414
1634157,2021-04-30,TAB000009,322129461
1634164,2021-05-01,TAB000009,176373090
1634175,2021-05-02,TAB000009,159330758
1634186,2021-05-03,TAB000009,245820732
1634189,2021-05-04,TAB000009,304878128
1634190,2021-05-05,TAB000009,299488045
1634191,2021-05-06,TAB000009,258075789
1634192,2021-05-07,TAB000009,219553967
1634193,2021-05-08,TAB000009,159778925
1634194,2021-05-09,TAB000009,98781798
1634165,2021-05-10,TAB000009,228742614
1634166,2021-05-11,TAB000009,257212915
1634167,2021-05-12,TAB000009,252445665
