,reference_date,table,total_size
457717,2019-12-06,TAB000004,138295
457719,2019-12-07,TAB000004,94867
457721,2019-12-08,TAB000004,97476
457723,2019-12-09,TAB000004,149873
457665,2019-12-10,TAB000004,168556
457667,2019-12-11,TAB000004,153621
457669,2019-12-12,TAB000004,138395
457671,2019-12-13,TAB000004,116495
457673,2019-12-14,TAB000004,67629
457675,2019-12-15,TAB000004,62073
457677,2019-12-16,TAB000004,92996
457679,2019-12-17,TAB000004,90813
457681,2019-12-18,TAB000004,77699
457683,2019-12-19,TAB000004,67178
457687,2019-12-20,TAB000004,49148
457689,2019-12-21,TAB000004,28920
457691,2019-12-22,TAB000004,22074
457693,2019-12-23,TAB000004,33384
457695,2019-12-24,TAB000004,23032
457697,2019-12-25,TAB000004,16879
457699,2019-12-26,TAB000004,34171
457701,2019-12-27,TAB000004,34682
457703,2019-12-28,TAB000004,26536
457705,2019-12-29,TAB000004,25504
457709,2019-12-30,TAB000004,35411
457711,2019-12-31,TAB000004,21499
458210,2020-01-01,TAB000004,18304
458232,2020-01-02,TAB000004,44748
458254,2020-01-03,TAB000004,47894
458260,2020-01-04,TAB000004,36174
458262,2020-01-05,TAB000004,40082
458264,2020-01-06,TAB000004,59448
458266,2020-01-07,TAB000004,59715
458268,2020-01-08,TAB000004,60164
458270,2020-01-09,TAB000004,56793
458212,2020-01-10,TAB000004,52106
458214,2020-01-11,TAB000004,34212
458216,2020-01-12,TAB000004,33777
458218,2020-01-13,TAB000004,60676
458220,2020-01-14,TAB000004,66179
458222,2020-01-15,TAB000004,66431
458224,2020-01-16,TAB000004,64434
458226,2020-01-17,TAB000004,57147
458228,2020-01-18,TAB000004,39685
458230,2020-01-19,TAB000004,38694
458234,2020-01-20,TAB000004,67512
458236,2020-01-21,TAB000004,75084
458238,2020-01-22,TAB000004,76813
458240,2020-01-23,TAB000004,73503
458242,2020-01-24,TAB000004,66519
458244,2020-01-25,TAB000004,45545
458246,2020-01-26,TAB000004,44648
458248,2020-01-27,TAB000004,75876
458250,2020-01-28,TAB000004,82039
458252,2020-01-29,TAB000004,78422
458256,2020-01-30,TAB000004,82862
458258,2020-01-31,TAB000004,69585
458456,2020-02-01,TAB000004,45505
458478,2020-02-02,TAB000004,48081
458500,2020-02-03,TAB000004,75117
458502,2020-02-04,TAB000004,88994
458504,2020-02-05,TAB000004,90024
458506,2020-02-06,TAB000004,86130
458508,2020-02-07,TAB000004,77293
458510,2020-02-08,TAB000004,55189
458512,2020-02-09,TAB000004,62908
458458,2020-02-10,TAB000004,94100
458460,2020-02-11,TAB000004,105884
458462,2020-02-12,TAB000004,104675
458464,2020-02-13,TAB000004,102094
458466,2020-02-14,TAB000004,84973
458468,2020-02-15,TAB000004,60296
458470,2020-02-16,TAB000004,75234
458472,2020-02-17,TAB000004,106850
458474,2020-02-18,TAB000004,115168
458476,2020-02-19,TAB000004,111598
458480,2020-02-20,TAB000004,102497
458482,2020-02-21,TAB000004,87678
458484,2020-02-22,TAB000004,66845
458486,2020-02-23,TAB000004,64742
458488,2020-02-24,TAB000004,95574
458490,2020-02-25,TAB000004,109608
458492,2020-02-26,TAB000004,129784
458494,2020-02-27,TAB000004,136543
458496,2020-02-28,TAB000004,129898
458498,2020-02-29,TAB000004,109512
458514,2020-03-01,TAB000004,121069
458536,2020-03-02,TAB000004,151453
458558,2020-03-03,TAB000004,173439
458564,2020-03-04,TAB000004,162104
458566,2020-03-05,TAB000004,152103
458568,2020-03-06,TAB000004,132756
458570,2020-03-07,TAB000004,116761
458572,2020-03-08,TAB000004,136119
458574,2020-03-09,TAB000004,189011
458516,2020-03-10,TAB000004,197670
458518,2020-03-11,TAB000004,196373
458520,2020-03-12,TAB000004,176847
458522,2020-03-13,TAB000004,158313
458524,2020-03-14,TAB000004,126466
458526,2020-03-15,TAB000004,161699
458528,2020-03-16,TAB000004,200774
458530,2020-03-17,TAB000004,186165
458532,2020-03-18,TAB000004,175995
458534,2020-03-19,TAB000004,178640
458538,2020-03-20,TAB000004,165387
458540,2020-03-21,TAB000004,145137
458542,2020-03-22,TAB000004,145256
458544,2020-03-23,TAB000004,205507
458546,2020-03-24,TAB000004,219716
458548,2020-03-25,TAB000004,232009
458550,2020-03-26,TAB000004,231770
458552,2020-03-27,TAB000004,219150
458554,2020-03-28,TAB000004,196691
458556,2020-03-29,TAB000004,179766
458560,2020-03-30,TAB000004,260226
458562,2020-03-31,TAB000004,254176
458576,2020-04-01,TAB000004,228493
458598,2020-04-02,TAB000004,222828
458620,2020-04-03,TAB000004,193745
458624,2020-04-04,TAB000004,154383
458626,2020-04-05,TAB000004,148098
458628,2020-04-06,TAB000004,228669
458630,2020-04-07,TAB000004,225779
458632,2020-04-08,TAB000004,213453
458634,2020-04-09,TAB000004,197659
458578,2020-04-10,TAB000004,157938
458580,2020-04-11,TAB000004,155202
458582,2020-04-12,TAB000004,141581
458584,2020-04-13,TAB000004,259637
458586,2020-04-14,TAB000004,288100
458588,2020-04-15,TAB000004,278826
458590,2020-04-16,TAB000004,244332
458592,2020-04-17,TAB000004,244818
458594,2020-04-18,TAB000004,182928
458596,2020-04-19,TAB000004,164671
458600,2020-04-20,TAB000004,252741
458602,2020-04-21,TAB000004,242248
458604,2020-04-22,TAB000004,260672
458606,2020-04-23,TAB000004,263572
458608,2020-04-24,TAB000004,220883
458610,2020-04-25,TAB000004,178470
458612,2020-04-26,TAB000004,172094
458614,2020-04-27,TAB000004,256914
458616,2020-04-28,TAB000004,263976
458618,2020-04-29,TAB000004,254838
458622,2020-04-30,TAB000004,237826
458636,2020-05-01,TAB000004,187205
458658,2020-05-02,TAB000004,189527
458680,2020-05-03,TAB000004,192792
458686,2020-05-04,TAB000004,275057
458688,2020-05-05,TAB000004,280342
458690,2020-05-06,TAB000004,271962
458692,2020-05-07,TAB000004,256923
458694,2020-05-08,TAB000004,205855
458696,2020-05-09,TAB000004,144998
458638,2020-05-10,TAB000004,126918
458640,2020-05-11,TAB000004,240001
458642,2020-05-12,TAB000004,296416
458644,2020-05-13,TAB000004,322924
458646,2020-05-14,TAB000004,315421
458648,2020-05-15,TAB000004,279283
458650,2020-05-16,TAB000004,227260
458652,2020-05-17,TAB000004,196457
458654,2020-05-18,TAB000004,295409
458656,2020-05-19,TAB000004,297415
458660,2020-05-20,TAB000004,280354
458662,2020-05-21,TAB000004,281576
458664,2020-05-22,TAB000004,257708
458666,2020-05-23,TAB000004,221651
458668,2020-05-24,TAB000004,205780
458670,2020-05-25,TAB000004,295053
458672,2020-05-26,TAB000004,307380
458674,2020-05-27,TAB000004,274174
458676,2020-05-28,TAB000004,269702
458678,2020-05-29,TAB000004,242687
458682,2020-05-30,TAB000004,205356
458684,2020-05-31,TAB000004,186980
458698,2020-06-01,TAB000004,252249
458720,2020-06-02,TAB000004,257456
458742,2020-06-03,TAB000004,247342
458746,2020-06-04,TAB000004,234906
458748,2020-06-05,TAB000004,211507
458750,2020-06-06,TAB000004,167188
458752,2020-06-07,TAB000004,167265
458754,2020-06-08,TAB000004,249549
458756,2020-06-09,TAB000004,276803
458700,2020-06-10,TAB000004,241021
458702,2020-06-11,TAB000004,188310
458704,2020-06-12,TAB000004,162562
458706,2020-06-13,TAB000004,147170
458708,2020-06-14,TAB000004,158463
458710,2020-06-15,TAB000004,242164
458712,2020-06-16,TAB000004,248489
458714,2020-06-17,TAB000004,232837
458716,2020-06-18,TAB000004,219667
458718,2020-06-19,TAB000004,180602
458722,2020-06-20,TAB000004,163535
458724,2020-06-21,TAB000004,126576
458726,2020-06-22,TAB000004,192776
458728,2020-06-23,TAB000004,194306
458730,2020-06-24,TAB000004,170599
458732,2020-06-25,TAB000004,175904
458734,2020-06-26,TAB000004,153467
458736,2020-06-27,TAB000004,120256
458738,2020-06-28,TAB000004,108608
458740,2020-06-29,TAB000004,178662
458744,2020-06-30,TAB000004,171357
458758,2020-07-01,TAB000004,132148
458780,2020-07-02,TAB000004,131250
458802,2020-07-03,TAB000004,116769
458808,2020-07-04,TAB000004,94768
458810,2020-07-05,TAB000004,82338
458812,2020-07-06,TAB000004,130977
458814,2020-07-07,TAB000004,143327
458816,2020-07-08,TAB000004,135967
458818,2020-07-09,TAB000004,123372
458760,2020-07-10,TAB000004,107045
458762,2020-07-11,TAB000004,85309
458764,2020-07-12,TAB000004,77407
458766,2020-07-13,TAB000004,119457
458768,2020-07-14,TAB000004,127232
458770,2020-07-15,TAB000004,121423
458772,2020-07-16,TAB000004,116367
458774,2020-07-17,TAB000004,99074
458776,2020-07-18,TAB000004,74471
458778,2020-07-19,TAB000004,71744
458782,2020-07-20,TAB000004,116117
458784,2020-07-21,TAB000004,129052
458786,2020-07-22,TAB000004,121163
458788,2020-07-23,TAB000004,114635
458790,2020-07-24,TAB000004,106023
458792,2020-07-25,TAB000004,79264
458794,2020-07-26,TAB000004,77896
458796,2020-07-27,TAB000004,131962
458798,2020-07-28,TAB000004,128947
458800,2020-07-29,TAB000004,119891
458804,2020-07-30,TAB000004,117723
458806,2020-07-31,TAB000004,106421
458820,2020-08-01,TAB000004,70271
458842,2020-08-02,TAB000004,73741
458864,2020-08-03,TAB000004,123587
458870,2020-08-04,TAB000004,141098
458872,2020-08-05,TAB000004,131512
458874,2020-08-06,TAB000004,125371
458876,2020-08-07,TAB000004,105303
458878,2020-08-08,TAB000004,69926
458880,2020-08-09,TAB000004,61848
458822,2020-08-10,TAB000004,124762
458824,2020-08-11,TAB000004,137753
458826,2020-08-12,TAB000004,134257
458828,2020-08-13,TAB000004,129875
458830,2020-08-14,TAB000004,112885
458832,2020-08-15,TAB000004,95246
458834,2020-08-16,TAB000004,95891
458836,2020-08-17,TAB000004,155451
458838,2020-08-18,TAB000004,169814
458840,2020-08-19,TAB000004,171419
458844,2020-08-20,TAB000004,162810
458846,2020-08-21,TAB000004,145347
458848,2020-08-22,TAB000004,108711
458850,2020-08-23,TAB000004,102111
458852,2020-08-24,TAB000004,174194
458854,2020-08-25,TAB000004,193949
458856,2020-08-26,TAB000004,186309
458858,2020-08-27,TAB000004,173473
458860,2020-08-28,TAB000004,153810
458862,2020-08-29,TAB000004,119331
458866,2020-08-30,TAB000004,123963
458868,2020-08-31,TAB000004,197483
458882,2020-09-01,TAB000004,209240
458904,2020-09-02,TAB000004,193933
458926,2020-09-03,TAB000004,176341
458930,2020-09-04,TAB000004,151301
458932,2020-09-05,TAB000004,110305
458934,2020-09-06,TAB000004,112499
458936,2020-09-07,TAB000004,171264
458938,2020-09-08,TAB000004,220440
458940,2020-09-09,TAB000004,226011
458884,2020-09-10,TAB000004,211796
458886,2020-09-11,TAB000004,189982
458888,2020-09-12,TAB000004,153460
458890,2020-09-13,TAB000004,157784
458892,2020-09-14,TAB000004,241458
458894,2020-09-15,TAB000004,255843
458896,2020-09-16,TAB000004,212577
458898,2020-09-17,TAB000004,226464
458900,2020-09-18,TAB000004,195597
458902,2020-09-19,TAB000004,155048
458906,2020-09-20,TAB000004,163967
458908,2020-09-21,TAB000004,276870
458910,2020-09-22,TAB000004,287391
458912,2020-09-23,TAB000004,256945
458914,2020-09-24,TAB000004,240167
458916,2020-09-25,TAB000004,214295
458918,2020-09-26,TAB000004,177936
458920,2020-09-27,TAB000004,159076
458922,2020-09-28,TAB000004,262926
458924,2020-09-29,TAB000004,290217
458928,2020-09-30,TAB000004,257757
458272,2020-10-01,TAB000004,207345
458294,2020-10-02,TAB000004,178959
458316,2020-10-03,TAB000004,152743
458322,2020-10-04,TAB000004,169085
458324,2020-10-05,TAB000004,247866
458326,2020-10-06,TAB000004,259412
458328,2020-10-07,TAB000004,253762
458330,2020-10-08,TAB000004,233814
458332,2020-10-09,TAB000004,209217
458274,2020-10-10,TAB000004,146994
458276,2020-10-11,TAB000004,117380
458278,2020-10-12,TAB000004,153441
458280,2020-10-13,TAB000004,209005
458282,2020-10-14,TAB000004,227815
458284,2020-10-15,TAB000004,213873
458286,2020-10-16,TAB000004,167687
458288,2020-10-17,TAB000004,128831
458290,2020-10-18,TAB000004,130295
458292,2020-10-19,TAB000004,217350
458296,2020-10-20,TAB000004,236604
458298,2020-10-21,TAB000004,223554
458300,2020-10-22,TAB000004,207498
458302,2020-10-23,TAB000004,187290
458304,2020-10-24,TAB000004,147283
458306,2020-10-25,TAB000004,158691
458308,2020-10-26,TAB000004,233981
458310,2020-10-27,TAB000004,247314
458312,2020-10-28,TAB000004,229254
458314,2020-10-29,TAB000004,212829
458318,2020-10-30,TAB000004,193622
458320,2020-10-31,TAB000004,156301
458334,2020-11-01,TAB000004,124716
458356,2020-11-02,TAB000004,190995
458378,2020-11-03,TAB000004,225145
458382,2020-11-04,TAB000004,223668
458384,2020-11-05,TAB000004,210914
458386,2020-11-06,TAB000004,181839
458388,2020-11-07,TAB000004,145865
458390,2020-11-08,TAB000004,146122
458392,2020-11-09,TAB000004,220795
458336,2020-11-10,TAB000004,239860
458338,2020-11-11,TAB000004,232458
458340,2020-11-12,TAB000004,210654
458342,2020-11-13,TAB000004,164013
458344,2020-11-14,TAB000004,126696
458346,2020-11-15,TAB000004,113093
458348,2020-11-16,TAB000004,191827
458350,2020-11-17,TAB000004,220063
458352,2020-11-18,TAB000004,202826
458354,2020-11-19,TAB000004,190189
458358,2020-11-20,TAB000004,173254
458360,2020-11-21,TAB000004,143659
458362,2020-11-22,TAB000004,129329
458364,2020-11-23,TAB000004,199059
458366,2020-11-24,TAB000004,202970
458368,2020-11-25,TAB000004,203551
458370,2020-11-26,TAB000004,189006
458372,2020-11-27,TAB000004,162828
458374,2020-11-28,TAB000004,128605
458376,2020-11-29,TAB000004,124836
458380,2020-11-30,TAB000004,189439
458394,2020-12-01,TAB000004,161787
458416,2020-12-02,TAB000004,165601
458438,2020-12-03,TAB000004,168608
458444,2020-12-04,TAB000004,143539
458446,2020-12-05,TAB000004,116607
458448,2020-12-06,TAB000004,110895
458450,2020-12-07,TAB000004,163748
458452,2020-12-08,TAB000004,159007
458454,2020-12-09,TAB000004,140822
458396,2020-12-10,TAB000004,138954
458398,2020-12-11,TAB000004,114543
458400,2020-12-12,TAB000004,90778
458402,2020-12-13,TAB000004,81223
458404,2020-12-14,TAB000004,113397
458406,2020-12-15,TAB000004,114613
458408,2020-12-16,TAB000004,102645
458410,2020-12-17,TAB000004,86160
458412,2020-12-18,TAB000004,79187
458414,2020-12-19,TAB000004,52843
458418,2020-12-20,TAB000004,41999
458420,2020-12-21,TAB000004,62812
458422,2020-12-22,TAB000004,58305
458424,2020-12-23,TAB000004,47231
458426,2020-12-24,TAB000004,26952
458428,2020-12-25,TAB000004,21210
458430,2020-12-26,TAB000004,35611
458432,2020-12-27,TAB000004,39602
458434,2020-12-28,TAB000004,56723
458436,2020-12-29,TAB000004,51946
458440,2020-12-30,TAB000004,46252
458442,2020-12-31,TAB000004,29240
458942,2021-01-01,TAB000004,23393
458964,2021-01-02,TAB000004,36622
458986,2021-01-03,TAB000004,40761
458992,2021-01-04,TAB000004,67070
458994,2021-01-05,TAB000004,72537
458996,2021-01-06,TAB000004,70801
458998,2021-01-07,TAB000004,71742
459000,2021-01-08,TAB000004,68061
459002,2021-01-09,TAB000004,51832
458944,2021-01-10,TAB000004,52287
458946,2021-01-11,TAB000004,80148
458948,2021-01-12,TAB000004,83408
458950,2021-01-13,TAB000004,83029
458952,2021-01-14,TAB000004,82330
458954,2021-01-15,TAB000004,76022
458956,2021-01-16,TAB000004,56688
458958,2021-01-17,TAB000004,50271
458960,2021-01-18,TAB000004,84565
458962,2021-01-19,TAB000004,92684
458966,2021-01-20,TAB000004,92444
458968,2021-01-21,TAB000004,86679
458970,2021-01-22,TAB000004,74378
458972,2021-01-23,TAB000004,57466
458974,2021-01-24,TAB000004,53231
458976,2021-01-25,TAB000004,87119
458978,2021-01-26,TAB000004,99411
458980,2021-01-27,TAB000004,100599
458982,2021-01-28,TAB000004,95518
458984,2021-01-29,TAB000004,81328
458988,2021-01-30,TAB000004,56134
458990,2021-01-31,TAB000004,13431
459190,2021-02-01,TAB000004,84850
459212,2021-02-02,TAB000004,99809
459232,2021-02-03,TAB000004,97844
459234,2021-02-04,TAB000004,98667
459236,2021-02-05,TAB000004,80421
459238,2021-02-06,TAB000004,65462
459240,2021-02-07,TAB000004,66944
459242,2021-02-08,TAB000004,110445
459244,2021-02-09,TAB000004,117489
459192,2021-02-10,TAB000004,118670
459194,2021-02-11,TAB000004,113957
459196,2021-02-12,TAB000004,102663
459198,2021-02-13,TAB000004,78931
459200,2021-02-14,TAB000004,71951
459202,2021-02-15,TAB000004,114018
459204,2021-02-16,TAB000004,119091
459206,2021-02-17,TAB000004,121363
459208,2021-02-18,TAB000004,122801
459210,2021-02-19,TAB000004,113231
459214,2021-02-20,TAB000004,90626
459216,2021-02-21,TAB000004,86408
459218,2021-02-22,TAB000004,145723
459220,2021-02-23,TAB000004,157390
459222,2021-02-24,TAB000004,149955
459224,2021-02-25,TAB000004,127714
459226,2021-02-26,TAB000004,103012
459228,2021-02-27,TAB000004,85150
459230,2021-02-28,TAB000004,93855
459246,2021-03-01,TAB000004,137244
459268,2021-03-02,TAB000004,141419
459290,2021-03-03,TAB000004,140004
459296,2021-03-04,TAB000004,137763
459298,2021-03-05,TAB000004,116009
459300,2021-03-06,TAB000004,97433
459302,2021-03-07,TAB000004,106621
459304,2021-03-08,TAB000004,149064
459306,2021-03-09,TAB000004,158101
459248,2021-03-10,TAB000004,158116
459250,2021-03-11,TAB000004,147467
459252,2021-03-12,TAB000004,129521
459254,2021-03-13,TAB000004,107540
459256,2021-03-14,TAB000004,116135
459258,2021-03-15,TAB000004,165703
459260,2021-03-16,TAB000004,182894
459262,2021-03-17,TAB000004,180454
459264,2021-03-18,TAB000004,177420
459266,2021-03-19,TAB000004,176068
459270,2021-03-20,TAB000004,154976
459272,2021-03-21,TAB000004,160169
459274,2021-03-22,TAB000004,234490
459276,2021-03-23,TAB000004,254265
459278,2021-03-24,TAB000004,254418
459280,2021-03-25,TAB000004,235854
459282,2021-03-26,TAB000004,222397
459284,2021-03-27,TAB000004,189761
459286,2021-03-28,TAB000004,174547
459288,2021-03-29,TAB000004,252806
459292,2021-03-30,TAB000004,270610
459294,2021-03-31,TAB000004,236546
459309,2021-04-01,TAB000004,177498
459342,2021-04-02,TAB000004,148315
459374,2021-04-03,TAB000004,145500
459380,2021-04-04,TAB000004,150021
459383,2021-04-05,TAB000004,263598
459386,2021-04-06,TAB000004,273684
459389,2021-04-07,TAB000004,274182
459392,2021-04-08,TAB000004,268145
459395,2021-04-09,TAB000004,231721
459311,2021-04-10,TAB000004,182402
459314,2021-04-11,TAB000004,177948
459317,2021-04-12,TAB000004,269849
459320,2021-04-13,TAB000004,282113
459323,2021-04-14,TAB000004,268543
459326,2021-04-15,TAB000004,268701
459329,2021-04-16,TAB000004,230168
459332,2021-04-17,TAB000004,204234
459335,2021-04-18,TAB000004,181108
459338,2021-04-19,TAB000004,267272
459344,2021-04-20,TAB000004,245335
459347,2021-04-21,TAB000004,249660
459350,2021-04-22,TAB000004,259029
459353,2021-04-23,TAB000004,235850
459356,2021-04-24,TAB000004,188473
459359,2021-04-25,TAB000004,178643
459361,2021-04-26,TAB000004,268367
459364,2021-04-27,TAB000004,284074
459367,2021-04-28,TAB000004,251948
459370,2021-04-29,TAB000004,268920
459376,2021-04-30,TAB000004,227685
459399,2021-05-01,TAB000004,161203
459429,2021-05-02,TAB000004,159943
459452,2021-05-03,TAB000004,247744
459459,2021-05-04,TAB000004,260827
459462,2021-05-05,TAB000004,244468
459465,2021-05-06,TAB000004,221236
459468,2021-05-07,TAB000004,198459
459471,2021-05-08,TAB000004,146889
459474,2021-05-09,TAB000004,110292
459401,2021-05-10,TAB000004,229952
459404,2021-05-11,TAB000004,256731
459407,2021-05-12,TAB000004,269403
459410,2021-05-13,TAB000004,264980
459413,2021-05-14,TAB000004,225976
459416,2021-05-15,TAB000004,177578
459419,2021-05-16,TAB000004,184372
459422,2021-05-17,TAB000004,276232
459424,2021-05-18,TAB000004,288067
459426,2021-05-19,TAB000004,267862
459431,2021-05-20,TAB000004,260263
459433,2021-05-21,TAB000004,224968
459435,2021-05-22,TAB000004,189088
459437,2021-05-23,TAB000004,182038
459439,2021-05-24,TAB000004,287692
459441,2021-05-25,TAB000004,294314
459443,2021-05-26,TAB000004,277530
459445,2021-05-27,TAB000004,264626
459447,2021-05-28,TAB000004,235026
459449,2021-05-29,TAB000004,180541
459454,2021-05-30,TAB000004,194395
459456,2021-05-31,TAB000004,273990
459478,2021-06-01,TAB000004,269707
459500,2021-06-02,TAB000004,234482
459522,2021-06-03,TAB000004,212919
459526,2021-06-04,TAB000004,209320
459528,2021-06-05,TAB000004,187213
459530,2021-06-06,TAB000004,183865
459532,2021-06-07,TAB000004,269752
459534,2021-06-08,TAB000004,281083
459536,2021-06-09,TAB000004,268752
459480,2021-06-10,TAB000004,250424
459482,2021-06-11,TAB000004,210110
459484,2021-06-12,TAB000004,152424
459486,2021-06-13,TAB000004,151695
459488,2021-06-14,TAB000004,251517
459490,2021-06-15,TAB000004,259322
459492,2021-06-16,TAB000004,252704
459494,2021-06-17,TAB000004,242542
459496,2021-06-18,TAB000004,219902
459498,2021-06-19,TAB000004,161203
459502,2021-06-20,TAB000004,141981
459504,2021-06-21,TAB000004,210951
459506,2021-06-22,TAB000004,220016
459508,2021-06-23,TAB000004,207719
459510,2021-06-24,TAB000004,192719
459512,2021-06-25,TAB000004,169919
